,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
359,66596,64524,62941,62164,62249,62904,63895,64503,64348,62491,61703,60151,58835,58920,60238,63261,67338,70914,71719,71110,69940,68479,68301,68738,66465,64473,63140,62540,63122,65025,69117,76487,86054,87590,86103,84363,81635,85670,88435,89654,90708,88653,85067,81527,78245,74696,73048,74217,71059,68940,67701,67076,67184,68598,72033,78270,86809,88717,87587,85746,82410,85691,87226,87627,88077,85978,83052,80011,77035,73589,71856,72875,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287
360,66465,64473,63140,62540,63122,65025,69117,76487,86054,87590,86103,84363,81635,85670,88435,89654,90708,88653,85067,81527,78245,74696,73048,74217,71059,68940,67701,67076,67184,68598,72033,78270,86809,88717,87587,85746,82410,85691,87226,87627,88077,85978,83052,80011,77035,73589,71856,72875,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325
361,71059,68940,67701,67076,67184,68598,72033,78270,86809,88717,87587,85746,82410,85691,87226,87627,88077,85978,83052,80011,77035,73589,71856,72875,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760
362,69651,67276,65941,65136,65534,66910,70309,75972,84106,85966,85065,82961,79348,82153,82446,82500,83608,82009,79711,77646,75511,72342,70829,71882,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776
363,68581,66406,65155,64639,65121,66804,70225,75906,83494,83012,80587,77991,75134,79852,81928,83044,84564,82901,80604,78216,76176,73142,71610,72472,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842
364,69373,67187,65955,65431,65798,67226,70163,75036,81748,81729,79936,76772,72530,73346,73706,74401,75972,75798,74578,72976,71602,69383,68874,70123,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764
365,67369,64791,63116,62005,61781,62099,62874,63072,61866,58177,57002,55157,53602,53782,55109,57982,61805,65250,66718,66255,65531,64572,64727,65287,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767
366,62823,60652,59148,58322,58387,59084,60067,60850,61244,60194,60530,59260,57185,56112,56737,58930,62695,66544,68173,67980,67053,65748,65835,66325,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879
367,63902,61885,60851,60537,61346,63721,67966,75103,83877,84909,83022,80335,75978,78440,79968,82170,85196,84436,81811,78883,76496,73304,71804,72760,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079
368,69568,67227,65792,65504,66040,67806,71370,77225,85161,85043,82677,79267,74546,77144,78434,80878,84781,84925,83033,80521,77956,74694,72899,73776,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966
369,70462,68272,66980,66721,67107,68763,72298,78159,86744,89397,88785,86954,82598,85248,86536,86807,87522,85040,82405,79518,77025,73633,71823,72842,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784
370,69852,67823,66582,66051,66650,68273,71667,77498,84761,83898,81135,77692,73094,75557,77035,79427,83183,83463,82065,79817,77339,74208,72761,73764,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443
371,70521,68345,67177,66647,67183,68711,72132,78156,85425,84529,81673,78100,73217,75457,76653,78652,82024,81763,80045,77746,75799,73040,71678,72767,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141
372,69617,67374,66024,65304,65273,66050,67539,69148,70793,68532,67129,65078,62400,63252,64356,66314,68581,69384,69822,68952,67901,66258,65807,66879,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885
373,63896,61436,59902,59353,59475,60179,61084,61705,62222,61227,60624,59203,58094,58384,58818,60252,63097,66252,67889,67721,66990,65846,65884,66079,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707
374,63493,61435,60310,60149,60973,63199,67382,74341,83533,85301,82947,79816,75121,78253,79903,81458,83904,82937,80812,78078,75549,72621,71005,71966,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809
375,68787,66583,65508,65245,65971,67959,71582,77462,86085,88000,86258,83093,78471,81055,82697,84614,88103,88027,86026,83329,80346,76672,74743,75784,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574
376,72491,70447,69339,68855,69320,70935,74575,80364,88267,88365,85792,82797,78721,81333,82634,84375,87652,87119,84964,82412,79870,76070,74319,75443,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535
377,72285,70102,68768,68289,68828,70260,73447,79165,87577,88821,86837,84368,80021,82490,83978,85740,89115,88739,86695,83658,80743,76867,75140,76141,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890
378,73008,70813,69564,68972,69421,70763,74037,79813,87278,86731,84296,80848,76055,77863,78916,81170,84675,84183,82397,79968,77740,74466,72977,73885,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274
379,70649,68249,66719,66042,65859,66541,67930,69569,71585,70496,70109,67706,65197,66162,67212,68035,69465,70026,70703,69632,68360,66820,66497,67707,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671
380,64844,62426,60950,60214,60263,60949,61725,62306,62843,61780,60530,58539,56611,56720,57938,60448,64468,68146,70090,69652,68806,67515,67341,67809,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494
381,65229,63079,61886,61731,62583,64586,68725,76147,85448,87148,85105,82332,78752,82782,85332,86308,87967,86528,84291,81766,78815,75340,73669,74574,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494,64528,62103,60483,59865,59885,60517,61399,61977,62603,61850,62010,60266,58746,59246,59541,60918,62986,65470,67726,67538,66712,65511,65351,65531
382,71643,69542,68262,67907,68326,70033,73689,79692,87579,87313,84823,81467,76578,78714,79818,81714,85930,86289,84852,82169,79500,76024,74437,75535,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494,64528,62103,60483,59865,59885,60517,61399,61977,62603,61850,62010,60266,58746,59246,59541,60918,62986,65470,67726,67538,66712,65511,65351,65531,62910,60698,59552,59387,60105,62170,66328,73139,81916,83089,82014,80115,76943,80252,81881,82089,82953,81415,80005,77720,75122,72113,70379,70926
383,72236,70174,68669,68307,68632,70155,73495,79267,86911,87603,86573,84455,80358,83728,85814,86645,88076,85825,83780,81218,78800,75513,73907,74890,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494,64528,62103,60483,59865,59885,60517,61399,61977,62603,61850,62010,60266,58746,59246,59541,60918,62986,65470,67726,67538,66712,65511,65351,65531,62910,60698,59552,59387,60105,62170,66328,73139,81916,83089,82014,80115,76943,80252,81881,82089,82953,81415,80005,77720,75122,72113,70379,70926,67304,64873,63700,63385,63858,65573,69104,74242,82512,85955,86241,85356,82227,84643,84792,84191,84203,82135,80685,78126,75607,72171,70759,71423
384,71843,69998,68928,68381,68812,70398,73834,79506,87239,87886,85665,82000,76650,78390,79301,81052,84787,85103,84301,82147,79539,76039,74440,75274,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494,64528,62103,60483,59865,59885,60517,61399,61977,62603,61850,62010,60266,58746,59246,59541,60918,62986,65470,67726,67538,66712,65511,65351,65531,62910,60698,59552,59387,60105,62170,66328,73139,81916,83089,82014,80115,76943,80252,81881,82089,82953,81415,80005,77720,75122,72113,70379,70926,67304,64873,63700,63385,63858,65573,69104,74242,82512,85955,86241,85356,82227,84643,84792,84191,84203,82135,80685,78126,75607,72171,70759,71423,67984,65675,64470,63940,64781,66545,70285,75741,82737,82984,81005,77798,73081,75040,76128,77142,79809,79782,79204,77494,75632,72636,71127,71833
385,72094,70035,68777,68327,68636,70283,73820,79560,86522,85638,83449,79990,75051,77069,78275,79776,82780,82205,81065,78875,76991,74093,72774,73671,70388,68074,66593,65751,65697,66393,67881,69474,72105,71880,71131,69310,66381,66584,67040,67663,68765,69377,70146,69645,68516,66693,66504,67494,64528,62103,60483,59865,59885,60517,61399,61977,62603,61850,62010,60266,58746,59246,59541,60918,62986,65470,67726,67538,66712,65511,65351,65531,62910,60698,59552,59387,60105,62170,66328,73139,81916,83089,82014,80115,76943,80252,81881,82089,82953,81415,80005,77720,75122,72113,70379,70926,67304,64873,63700,63385,63858,65573,69104,74242,82512,85955,86241,85356,82227,84643,84792,84191,84203,82135,80685,78126,75607,72171,70759,71423,67984,65675,64470,63940,64781,66545,70285,75741,82737,82984,81005,77798,73081,75040,76128,77142,79809,79782,79204,77494,75632,72636,71127,71833,68422,66173,64873,64406,65074,66954,70504,76294,82938,82071,79443,75923,71259,73803,74681,75782,79744,80353,80063,78202,75963,73084,71711,72448
