,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
163,53732,51555,50178,49386,49213,49298,49636,49806,50350,50766,52052,51941,51790,52287,53260,54988,57277,58990,60501,61518,61377,59828,57567,55262,52182,50195,49255,48781,48996,50318,53596,58772,65618,68322,69792,69917,68165,70904,72255,73041,74220,73492,72305,71474,69942,67009,63649,61939,58217,56284,55182,54608,54732,55592,58539,63394,69851,72692,73227,72993,70550,72715,73311,72825,72705,71819,71234,70618,69271,66376,63308,61820,58172,56321,55222,54682,54605,55479,57997,61595,66382,68689,69826,69895,67953,70094,71014,71507,72494,71890,71046,70441,69565,66812,63504,62032,58164,56241,55217,54607,54462,55188,57624,61316,66141,67838,68269,68930,67353,70596,71954,72169,72670,71470,70232,69813,68283,65688,62615,61355,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413
164,52182,50195,49255,48781,48996,50318,53596,58772,65618,68322,69792,69917,68165,70904,72255,73041,74220,73492,72305,71474,69942,67009,63649,61939,58217,56284,55182,54608,54732,55592,58539,63394,69851,72692,73227,72993,70550,72715,73311,72825,72705,71819,71234,70618,69271,66376,63308,61820,58172,56321,55222,54682,54605,55479,57997,61595,66382,68689,69826,69895,67953,70094,71014,71507,72494,71890,71046,70441,69565,66812,63504,62032,58164,56241,55217,54607,54462,55188,57624,61316,66141,67838,68269,68930,67353,70596,71954,72169,72670,71470,70232,69813,68283,65688,62615,61355,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277
165,58217,56284,55182,54608,54732,55592,58539,63394,69851,72692,73227,72993,70550,72715,73311,72825,72705,71819,71234,70618,69271,66376,63308,61820,58172,56321,55222,54682,54605,55479,57997,61595,66382,68689,69826,69895,67953,70094,71014,71507,72494,71890,71046,70441,69565,66812,63504,62032,58164,56241,55217,54607,54462,55188,57624,61316,66141,67838,68269,68930,67353,70596,71954,72169,72670,71470,70232,69813,68283,65688,62615,61355,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713
166,58172,56321,55222,54682,54605,55479,57997,61595,66382,68689,69826,69895,67953,70094,71014,71507,72494,71890,71046,70441,69565,66812,63504,62032,58164,56241,55217,54607,54462,55188,57624,61316,66141,67838,68269,68930,67353,70596,71954,72169,72670,71470,70232,69813,68283,65688,62615,61355,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482
167,58164,56241,55217,54607,54462,55188,57624,61316,66141,67838,68269,68930,67353,70596,71954,72169,72670,71470,70232,69813,68283,65688,62615,61355,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629
168,57526,55852,54782,54280,54402,55196,58117,62409,67834,70082,70192,69587,67178,69772,70457,70404,70527,69185,67913,67704,66689,64391,61558,60670,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028
169,57143,55180,53856,53136,52908,52889,53584,53576,54126,53775,54589,53868,52907,54337,55184,55890,57449,58825,60220,60838,60923,59414,57440,56413,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576
170,53220,51132,49909,49147,48909,48991,49180,48402,48018,47810,49717,49943,50513,51394,52403,53982,56230,57966,59780,60819,61200,59629,57441,55277,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910
171,52362,50401,49490,49111,49421,50583,53274,57738,63650,65863,66777,66736,64909,67818,69515,70461,72091,72382,71407,70346,68879,66204,63094,61713,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098
172,57838,55929,54898,54187,54272,54977,57287,60856,65849,68481,68960,68565,67247,70397,70791,70640,72518,72268,71174,70466,68926,66189,62929,61482,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629
173,57893,55901,54959,54414,54262,54968,57367,61236,66615,68677,69251,69448,67155,69889,71219,71285,71726,70848,69683,69292,68454,65966,63125,61629,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057
174,57900,56007,54914,54443,54434,55041,57381,60903,65749,67437,68364,68245,66287,69110,70598,71504,72813,72326,71314,70714,69313,66678,63532,62028,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528
175,58331,56381,55099,54333,54441,55149,57309,60669,65143,67062,68046,67934,66023,68808,70237,71084,72763,72159,70468,69715,68580,66268,63058,61576,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982
176,57977,55834,54438,53561,53274,53115,54452,55895,57841,58279,58425,57178,55653,57102,58269,59407,60399,60566,61207,61811,62042,60422,58273,56910,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367
177,53539,51599,50249,49508,49209,49239,49604,49112,48927,49502,51550,52184,52881,54360,55413,56390,57922,59490,60994,61947,62109,60489,58330,56098,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380
178,52865,51054,50069,49649,49860,51319,54533,59203,65741,68443,69784,69905,68364,71621,73306,74472,74821,73541,72301,71798,70319,67261,64112,62629,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307
179,58875,56913,55809,55254,55259,55999,58563,62259,67662,70347,71338,71090,69221,72180,73466,74167,75854,74951,73440,72753,71059,68179,64708,63057,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503
180,59230,57359,56279,55523,55516,56252,59049,63358,69344,72094,72802,72460,69604,71601,72627,73342,74824,74488,73418,72787,71521,68678,65294,63528,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956
181,59606,57748,56502,55787,55398,56126,58404,62175,67352,69691,71265,71498,69941,73285,74602,75403,77476,77081,76208,75540,73756,70553,66837,64982,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570
182,60789,58523,57169,56331,56295,56940,59449,63929,70062,72671,72744,72296,69885,72823,74416,75428,76865,76465,74944,73884,72762,69914,66256,64367,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622
183,60317,57915,56388,55146,54701,54510,55159,56251,58640,60843,62921,63518,62889,64228,64612,64266,63779,63108,63063,63079,62561,60918,59015,58380,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708
184,55277,53303,52038,51241,50999,51054,51743,52616,53916,55574,57256,57786,57982,58880,59260,59235,59692,60517,61610,62368,62361,60652,58278,56307,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239
185,53146,51449,50451,50026,50125,51487,54903,60918,68568,72299,73151,73089,71274,74418,75556,75787,76256,74936,73620,72579,70935,68167,64960,63503,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239,57570,55100,53593,52617,52354,52358,52967,53749,55438,57455,59233,59773,59709,60585,61483,62943,64307,66217,67655,68518,68120,65677,62508,59816
186,59855,57832,56698,56088,56026,56877,59944,64988,71734,75224,76164,76249,74225,77775,79267,79246,79663,78358,76215,75041,73367,70250,66555,64956,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239,57570,55100,53593,52617,52354,52358,52967,53749,55438,57455,59233,59773,59709,60585,61483,62943,64307,66217,67655,68518,68120,65677,62508,59816,56331,54025,52743,52200,52440,53793,57618,63556,71968,76215,77912,78190,76886,80493,82261,83235,85011,85002,83586,82506,80172,76138,71435,68806
187,60958,58902,57831,57108,57174,57903,60956,66341,73570,77246,79415,79413,76882,79626,80734,81086,80871,79236,77783,77225,75703,72335,68500,66570,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239,57570,55100,53593,52617,52354,52358,52967,53749,55438,57455,59233,59773,59709,60585,61483,62943,64307,66217,67655,68518,68120,65677,62508,59816,56331,54025,52743,52200,52440,53793,57618,63556,71968,76215,77912,78190,76886,80493,82261,83235,85011,85002,83586,82506,80172,76138,71435,68806,64016,61434,60041,59080,59038,59851,62822,67946,75457,79608,81463,81836,80363,83061,84676,85417,87172,86701,85405,84723,82540,78429,73408,70201
188,62281,59988,58600,57866,57881,58582,61634,66581,73251,76642,77660,77922,76354,79570,80208,80266,81187,80386,78711,77561,75348,71791,67759,65622,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239,57570,55100,53593,52617,52354,52358,52967,53749,55438,57455,59233,59773,59709,60585,61483,62943,64307,66217,67655,68518,68120,65677,62508,59816,56331,54025,52743,52200,52440,53793,57618,63556,71968,76215,77912,78190,76886,80493,82261,83235,85011,85002,83586,82506,80172,76138,71435,68806,64016,61434,60041,59080,59038,59851,62822,67946,75457,79608,81463,81836,80363,83061,84676,85417,87172,86701,85405,84723,82540,78429,73408,70201,65247,62420,60939,60027,59764,60411,63566,69053,76874,81578,84211,85370,83495,85921,87026,87052,88087,87796,86661,85925,83834,79655,74431,71250
189,61569,59458,58326,57654,57584,58372,61379,66138,72727,75592,76698,76236,73858,75980,76979,77274,78397,78101,76298,75278,74105,71040,67376,65708,61587,59245,57872,56813,56364,56241,57018,58062,60147,61835,63961,64106,63955,65440,65806,66047,66250,66898,67482,67726,67661,65798,62800,61239,57570,55100,53593,52617,52354,52358,52967,53749,55438,57455,59233,59773,59709,60585,61483,62943,64307,66217,67655,68518,68120,65677,62508,59816,56331,54025,52743,52200,52440,53793,57618,63556,71968,76215,77912,78190,76886,80493,82261,83235,85011,85002,83586,82506,80172,76138,71435,68806,64016,61434,60041,59080,59038,59851,62822,67946,75457,79608,81463,81836,80363,83061,84676,85417,87172,86701,85405,84723,82540,78429,73408,70201,65247,62420,60939,60027,59764,60411,63566,69053,76874,81578,84211,85370,83495,85921,87026,87052,88087,87796,86661,85925,83834,79655,74431,71250,66010,63284,61558,60545,60452,61101,64214,69565,77319,81495,83510,83725,82454,85685,87691,88170,88551,86924,85074,83843,81408,77222,72463,69758
