t,y_true,avg_median_pred,squared_error,overall_rmse,avg_base_pred_mae,avg_base_pred_mape,avg_base_pred_mase,avg_base_pred_mse,avg_base_pred_smape
26,61.75,54.07231850000003,58.946793215441794,33.10408260097602,52.761254999999935,0.03304281499999997,54.82948500000004,85.86985000000003,61.78409849999994
27,60.69,52.77314500000007,62.67657134673408,33.10408260097602,69.58210499999997,0.27722770499999977,63.22517749999998,77.43346999999996,-32.43244849999998
28,61.05,42.27409699999999,352.5345048156556,33.10408260097602,60.869846999999965,0.139209535,70.08100349999997,25.291504499999984,33.06802300000002
29,61.25,58.34577549999995,8.434519946400528,33.10408260097602,68.41946000000004,0.29557284250000027,51.54966299999995,83.66554749999989,32.04100049999995
30,61.35,52.72145700000006,74.45172797062682,33.10408260097602,63.37634699999993,-0.34862892149999986,30.067185500000033,56.26946700000004,94.77024999999996
31,62.03,36.38160300000002,657.8402060514527,33.10408260097602,60.835160499999944,0.3632438199999998,68.22309300000005,44.20711000000003,21.745837500000004
32,62.45,42.75584449999999,387.8597909090778,33.10408260097602,78.17653000000007,-0.0847475625,64.41801149999996,53.08359299999997,-28.16752199999998
33,61.96,43.63434000000002,335.82978088031433,33.10408260097602,37.42003599999999,0.16736142999999987,58.25392899999998,55.159590000000044,39.887224000000046
34,61.95,45.57875349999997,268.0177369443035,33.10408260097602,52.56178349999998,-0.11664016299999988,62.21872799999996,115.20657750000008,30.763774499999972
35,61.84,30.109394000000005,1006.8313668106482,33.10408260097602,26.345336999999976,-0.10144815499999994,47.34363800000001,57.57845349999995,32.512210000000024
36,61.87,51.18292100000004,114.21363472217745,33.10408260097602,41.36765349999998,-0.025101509500000004,70.04989500000006,30.20111649999997,64.97570300000004
37,62.0,34.29179500000003,767.7446243220234,33.10408260097602,48.31173149999997,-0.2519120400000001,70.91944000000002,58.10102700000003,20.79786850000002
38,61.35,40.006020999999976,455.56537441578973,33.10408260097602,41.98724149999999,0.007376069999999977,48.957819000000015,25.91540280000002,42.315931000000035
39,60.78,21.34628035,1555.0181491610679,33.10408260097602,52.503685,0.050382418000000005,83.86901149999996,38.77615534999997,-20.024362500000024
40,61.16,40.232780999999974,437.9484886874817,33.10408260097602,96.40234000000001,-0.24614782299999985,40.64722099999996,82.18734700000003,-10.21724949999999
41,61.51,57.580465000000004,15.441232125039738,33.10408260097602,64.02291199999995,0.1570263870000001,100.2133025,33.04556150000002,59.617712000000054
42,61.21,59.076913,4.550056243770898,33.10408260097602,81.23012299999994,0.1487126349999999,65.46873999999994,71.62744800000007,26.721735999999982
43,61.38,54.145542499999955,52.337390773776576,33.10408260097602,68.83712749999997,-0.27222631999999986,54.145542499999955,70.57281499999999,-55.90369349999996
44,61.35,52.56867150000003,77.11170342642622,33.10408260097602,90.58214300000002,-0.2778176049999997,39.91933599999997,28.306172999999966,55.80239799999997
45,61.15,50.42081449999996,115.11545423628904,33.10408260097602,45.50575099999998,0.1629653549999999,39.452619500000026,69.35536150000004,59.927282999999996
46,61.05,38.55915649999998,505.8380070231901,33.10408260097602,51.91975099999995,0.19100746149999995,84.59427499999997,38.55915649999998,16.655504500000003
47,61.38,60.73789399999999,0.412301486923555,33.10408260097602,58.41143650000003,0.07455214350000004,40.88425400000004,76.49861999999993,60.73789399999999
48,60.76,63.66836150000004,8.458576377861714,33.10408260097602,46.44439300000002,0.39003025499999955,86.72503199999996,84.82885699999999,21.129335999999988
49,60.81,47.49322499999998,177.33653297624232,33.10408260097602,44.65109750000005,0.07062537500000006,43.59772999999998,59.638119000000046,80.13310300000009
50,61.47,54.07612599999997,54.66939077932818,33.10408260097602,52.76506250000007,0.038509265000000056,54.82948500000004,85.86985000000003,61.78409849999994
51,61.99,52.77128200000002,84.98479251015058,33.10408260097602,69.580242,0.27141347300000035,63.22517749999998,77.43346999999996,-32.43244849999998
52,61.32,42.27409699999999,362.7464094607128,33.10408260097602,60.87431900000001,0.13841372,70.08100349999997,25.291504499999984,33.06802300000002
53,61.61,58.34577549999995,10.655165571049983,33.10408260097602,68.42593249999994,0.2988501800000002,51.54966299999995,83.66554749999989,32.04100049999995
54,61.63,52.73418700000001,79.13550793447669,33.10408260097602,63.38907699999995,-0.3455676944999999,30.067185500000033,56.26946700000004,94.77024999999996
55,62.73,36.38160300000002,694.2380003469302,33.10408260097602,60.833379499999985,0.3637641699999998,68.22309300000005,44.20711000000003,21.745837500000004
56,62.32,42.75584449999999,382.75616848716794,33.10408260097602,78.19097999999994,-0.08644234500000002,64.41801149999996,53.08359299999997,-28.16752199999998
57,62.6,43.638895999999974,359.52340703412204,33.10408260097602,37.424592000000025,0.1644150409999999,58.25392899999998,55.159590000000044,39.887224000000046
58,63.58,45.57875349999997,324.04494147630027,33.10408260097602,52.57401100000002,-0.1154127349999999,62.21872799999996,115.20657750000008,30.763774499999972
59,66.36,30.109394000000005,1314.1064796184637,33.10408260097602,26.348364499999974,-0.10075572000000008,47.34363800000001,57.57845349999995,32.512210000000024
60,63.77,51.18292100000004,158.43456927605513,33.10408260097602,41.372691000000025,-0.024322898800000006,70.04989500000006,30.20111649999997,64.97570300000004
61,63.82,34.29179500000003,871.9148724994374,33.10408260097602,48.315275500000055,-0.24941210000000016,70.91944000000002,58.10102700000003,20.79786850000002
62,61.93,40.006020999999976,480.660868573777,33.10408260097602,41.986814999999986,0.005927790000000013,48.957819000000015,25.91540280000002,42.315931000000035
63,61.86,21.34628035,1641.3615293340206,33.10408260097602,52.510478000000006,0.05077949299999998,83.86901149999996,38.77615534999997,-20.024362500000024
64,62.26,40.232780999999974,485.1983029300535,33.10408260097602,96.412535,-0.24677121899999985,40.64722099999996,82.18734700000003,-10.21724949999999
65,61.97,57.58314699999998,19.244489953700974,33.10408260097602,64.02559400000004,0.16020037300000012,100.2133025,33.04556150000002,59.617712000000054
66,59.8,59.07958749999993,0.5189930708946935,33.10408260097602,81.23279749999995,0.1489615420000001,65.46873999999994,71.62744800000007,26.721735999999982
67,59.86,54.145542499999955,32.65503149496326,33.10408260097602,68.84423749999998,-0.26956702000000016,54.145542499999955,70.57281499999999,-55.90369349999996
68,59.35,52.56867150000003,45.98639552994195,33.10408260097602,90.58979300000006,-0.2748206349999998,39.91933599999997,28.306172999999966,55.80239799999997
69,59.1,50.42081449999996,75.32823445664106,33.10408260097602,45.5100665,0.16137625999999997,39.452619500000026,69.35536150000004,59.927282999999996
70,59.02,38.55915649999998,418.64613546395503,33.10408260097602,51.920990999999965,0.19116023700000004,84.59427499999997,38.55915649999998,16.655504500000003
71,59.1,60.73789399999999,2.6827017536941065,33.10408260097602,58.42110150000004,0.0746286720000001,40.88425400000004,76.49861999999993,60.73789399999999
72,59.3,63.663848499999965,19.0431803896569,33.10408260097602,46.43987999999996,0.3905869929999997,86.72503199999996,84.82885699999999,21.129335999999988
73,59.11,47.49322499999998,134.94947558125935,33.10408260097602,44.652904000000014,0.07065192499999998,43.59772999999998,59.638119000000046,80.13310300000009
74,59.95,54.072700499999925,34.542658380749046,33.10408260097602,52.76163700000003,0.03625150000000004,54.82948500000004,85.86985000000003,61.78409849999994
75,59.98,52.77554000000005,51.904237295719376,33.10408260097602,69.58449999999996,0.27194125249999973,63.22517749999998,77.43346999999996,-32.43244849999998
76,60.07,42.27409699999999,316.6941527236522,33.10408260097602,60.86822200000003,0.13865505500000005,70.08100349999997,25.291504499999984,33.06802300000002
77,59.82,58.34577549999995,2.1733369766052566,33.10408260097602,68.42462250000004,0.2972164349999997,51.54966299999995,83.66554749999989,32.04100049999995
78,59.01,52.72790500000003,39.464696500451716,33.10408260097602,63.382794999999994,-0.34611507850000023,30.067185500000033,56.26946700000004,94.77024999999996
79,58.79,36.38160300000002,502.1362971406093,33.10408260097602,60.837437000000016,0.3637566900000001,68.22309300000005,44.20711000000003,21.745837500000004
80,59.49,42.75584449999999,280.0320164736322,33.10408260097602,78.18087000000006,-0.08602820449999993,64.41801149999996,53.08359299999997,-28.16752199999998
81,59.53,43.638018500000015,252.5550371975603,33.10408260097602,37.423714499999974,0.1665139130000001,58.25392899999998,55.159590000000044,39.887224000000046
82,59.44,45.57875349999997,192.13411646271442,33.10408260097602,52.56838849999999,-0.11539525899999989,62.21872799999996,115.20657750000008,30.763774499999972
83,59.27,30.109394000000005,850.340968984568,33.10408260097602,26.347576649999997,-0.10199017500000006,47.34363800000001,57.57845349999995,32.512210000000024
84,59.79,51.18292100000004,74.08182467227344,33.10408260097602,41.3693495,-0.0240190455,70.04989500000006,30.20111649999997,64.97570300000004
85,60.37,34.29179500000003,680.0727203129685,33.10408260097602,48.314882499999996,-0.25005628000000024,70.91944000000002,58.10102700000003,20.79786850000002
86,60.64,40.006020999999976,425.7610641844797,33.10408260097602,41.98769999999997,0.005816370000000015,48.957819000000015,25.91540280000002,42.315931000000035
87,60.39,21.34628035,1524.4119964470058,33.10408260097602,52.50692250000003,0.051038665500000004,83.86901149999996,38.77615534999997,-20.024362500000024
88,60.15,40.232780999999974,396.695673476493,33.10408260097602,96.40627000000002,-0.24607250400000016,40.64722099999996,82.18734700000003,-10.21724949999999
89,60.12,57.581315999999944,6.444911028643313,33.10408260097602,64.02376300000003,0.15922897000000003,100.2133025,33.04556150000002,59.617712000000054
90,59.28,59.07535999999996,0.041877029992131165,33.10408260097602,81.22857000000009,0.148574215,65.46873999999994,71.62744800000007,26.721735999999982
91,59.81,54.145542499999955,32.08609432720583,33.10408260097602,68.83505250000005,-0.2713278750000003,54.145542499999955,70.57281499999999,-55.90369349999996
92,59.55,52.56867150000003,48.73893697225053,33.10408260097602,90.58513299999998,-0.27496496500000017,39.91933599999997,28.306172999999966,55.80239799999997
93,60.0,50.42081449999996,91.76079484341095,33.10408260097602,45.510661499999976,0.1612866950000001,39.452619500000026,69.35536150000004,59.927282999999996
94,60.17,38.55915649999998,467.0284776402239,33.10408260097602,51.92247600000002,0.19198359750000007,84.59427499999997,38.55915649999998,16.655504500000003
95,60.18,60.73789399999999,0.31124537472460745,33.10408260097602,58.41667149999999,0.07558794600000007,40.88425400000004,76.49861999999993,60.73789399999999
96,59.78,63.661453000000044,15.065686867414447,33.10408260097602,46.43748450000001,0.3889207725000003,86.72503199999996,84.82885699999999,21.129335999999988
97,59.66,47.49322499999998,148.03041018762042,33.10408260097602,44.650567500000015,0.07357562500000005,43.59772999999998,59.638119000000046,80.13310300000009
98,59.12,54.07434449999998,25.45862864599857,33.10408260097602,52.763281,0.042063055000000044,54.82948500000004,85.86985000000003,61.78409849999994
99,59.03,52.77229500000004,39.15885658942586,33.10408260097602,69.58125500000004,0.2711754259999997,63.22517749999998,77.43346999999996,-32.43244849999998
100,59.12,42.27409699999999,283.7844118986792,33.10408260097602,60.86788699999992,0.13903205500000013,70.08100349999997,25.291504499999984,33.06802300000002
101,59.6,58.34577549999995,1.5730752688132814,33.10408260097602,68.4211845,0.2989322950000001,51.54966299999995,83.66554749999989,32.04100049999995
102,59.79,52.724874999999926,49.91600420225713,33.10408260097602,63.37976500000003,-0.3469019830000002,30.067185500000033,56.26946700000004,94.77024999999996
103,60.23,36.38160300000002,568.7460176357487,33.10408260097602,60.83852225000006,0.36078600499999985,68.22309300000005,44.20711000000003,21.745837500000004
104,59.96,42.75584449999999,295.9829349664319,33.10408260097602,78.18024000000005,-0.08680487700000002,64.41801149999996,53.08359299999997,-28.16752199999998
105,60.21,43.63715000000001,274.65932677670577,33.10408260097602,37.422845999999986,0.1611044235000001,58.25392899999998,55.159590000000044,39.887224000000046
106,59.67,45.57875349999997,198.56317632008054,33.10408260097602,52.56640849999999,-0.11642484600000007,62.21872799999996,115.20657750000008,30.763774499999972
107,59.66,30.109394000000005,873.2383059491065,33.10408260097602,26.347764000000012,-0.09874015800000001,47.34363800000001,57.57845349999995,32.512210000000024
108,59.89,51.18292100000004,75.81321408348208,33.10408260097602,41.36921200000002,-0.027288007999999985,70.04989500000006,30.20111649999997,64.97570300000004
109,59.89,34.29179500000003,655.268067974215,33.10408260097602,48.314576499999966,-0.24809773499999999,70.91944000000002,58.10102700000003,20.79786850000002
110,58.46,40.006020999999976,340.54930714219796,33.10408260097602,41.985482999999974,0.007873439999999992,48.957819000000015,25.91540280000002,42.315931000000035
111,57.65,21.34628035,1317.9601712159586,33.10408260097602,52.50507999999995,0.04813324649999997,83.86901149999996,38.77615534999997,-20.024362500000024
112,57.15,40.232780999999974,286.19235032121946,33.10408260097602,96.40444500000008,-0.2485270274999998,40.64722099999996,82.18734700000003,-10.21724949999999
113,57.14,57.582580499999956,0.19587803923998318,33.10408260097602,64.02502749999996,0.1613662629999999,100.2133025,33.04556150000002,59.617712000000054
114,56.67,59.07693500000004,5.793344908687781,33.10408260097602,81.230145,0.14831187999999984,65.46873999999994,71.62744800000007,26.721735999999982
115,56.89,54.145542499999955,7.5320436191390225,33.10408260097602,68.83577550000005,-0.26639596999999976,54.145542499999955,70.57281499999999,-55.90369349999996
116,57.1,52.56867150000003,20.532924146397164,33.10408260097602,90.58649800000005,-0.27646580999999987,39.91933599999997,28.306172999999966,55.80239799999997
117,56.74,50.42081449999996,39.93212659649962,33.10408260097602,45.50916000000002,0.16098737500000015,39.452619500000026,69.35536150000004,59.927282999999996
118,56.33,38.55915649999998,315.80294378026895,33.10408260097602,51.922338500000016,0.18983069199999997,84.59427499999997,38.55915649999998,16.655504500000003
119,56.34,60.73789399999999,19.3414702931052,33.10408260097602,58.415406499999946,0.07199056550000006,40.88425400000004,76.49861999999993,60.73789399999999
120,56.76,63.65823749999995,47.58570376333356,33.10408260097602,46.434269000000015,0.38913726299999996,86.72503199999996,84.82885699999999,21.129335999999988
121,56.27,47.49322499999998,77.03178743600304,33.10408260097602,44.65024999999998,0.07354817000000001,43.59772999999998,59.638119000000046,80.13310300000009
122,55.91,54.07751850000004,3.3579878886131564,33.10408260097602,52.76645499999996,0.04342288000000003,54.82948500000004,85.86985000000003,61.78409849999994
123,55.83,52.77108150000003,9.356993591739538,33.10408260097602,69.58004149999992,0.2721721059999998,63.22517749999998,77.43346999999996,-32.43244849999998
124,56.02,42.27409699999999,188.94986187015954,33.10408260097602,60.86786500000004,0.13925750499999986,70.08100349999997,25.291504499999984,33.06802300000002
125,55.8,58.34577549999995,6.480976780945724,33.10408260097602,68.42404750000004,0.3015369050000003,51.54966299999995,83.66554749999989,32.04100049999995
126,55.62,52.72134850000003,8.402174326265545,33.10408260097602,63.3762385,-0.3476163015000003,30.067185500000033,56.26946700000004,94.77024999999996
127,55.34,36.38160300000002,359.4208225952519,33.10408260097602,60.83924549999996,0.36043476200000024,68.22309300000005,44.20711000000003,21.745837500000004
128,54.97,42.75584449999999,149.1856243978976,33.10408260097602,78.18228499999995,-0.08769824150000004,64.41801149999996,53.08359299999997,-28.16752199999998
129,55.6,43.64166350000003,143.00177535328706,33.10408260097602,37.42735949999998,0.15953952899999993,58.25392899999998,55.159590000000044,39.887224000000046
130,55.87,45.57875349999997,105.90973253928969,33.10408260097602,52.566613499999995,-0.11711671950000001,62.21872799999996,115.20657750000008,30.763774499999972
131,56.16,30.109394000000005,678.6340650172217,33.10408260097602,26.34927149999999,-0.09815743299999995,47.34363800000001,57.57845349999995,32.512210000000024
132,55.59,51.18292100000004,19.422346657174423,33.10408260097602,41.36902299999998,-0.027339122000000025,70.04989500000006,30.20111649999997,64.97570300000004
133,55.03,34.29179500000003,430.073095991642,33.10408260097602,48.316653,-0.24735880499999982,70.91944000000002,58.10102700000003,20.79786850000002
134,55.91,40.006020999999976,252.9365431789326,33.10408260097602,41.99106000000002,0.008628415,48.957819000000015,25.91540280000002,42.315931000000035
135,55.77,21.34628035,1184.992506057653,33.10408260097602,52.503173000000025,0.04859588849999998,83.86901149999996,38.77615534999997,-20.024362500000024
136,55.3,40.232780999999974,227.0210654032107,33.10408260097602,96.40732200000001,-0.24988158000000016,40.64722099999996,82.18734700000003,-10.21724949999999
137,55.06,57.57533650000004,6.326910799656311,33.10408260097602,64.01778349999996,0.16366484499999978,100.2133025,33.04556150000002,59.617712000000054
138,55.18,59.07906000000002,15.202666503802883,33.10408260097602,81.23226999999999,0.14857945500000008,65.46873999999994,71.62744800000007,26.721735999999982
139,55.62,54.145542499999955,2.174021769526487,33.10408260097602,68.83398750000005,-0.26730232000000015,54.145542499999955,70.57281499999999,-55.90369349999996
140,55.94,52.56867150000003,11.36584659528366,33.10408260097602,90.58211299999999,-0.27597925000000023,39.91933599999997,28.306172999999966,55.80239799999997
141,55.64,50.42081449999996,27.239890912334957,33.10408260097602,45.507653500000025,0.16113103500000014,39.452619500000026,69.35536150000004,59.927282999999996
142,55.58,38.55915649999998,289.7091757836869,33.10408260097602,51.91905099999999,0.1907995,84.59427499999997,38.55915649999998,16.655504500000003
143,55.95,60.73789399999999,22.923921649490026,33.10408260097602,58.41963149999996,0.07068627800000005,40.88425400000004,76.49861999999993,60.73789399999999
144,56.14,63.659931000000036,56.549371424365184,33.10408260097602,46.435962499999995,0.38827256849999975,86.72503199999996,84.82885699999999,21.129335999999988
145,56.55,47.49322499999998,82.025159581084,33.10408260097602,44.65128000000002,0.07256299500000007,43.59772999999998,59.638119000000046,80.13310300000009
146,56.14,54.07114349999997,4.2801646921331535,33.10408260097602,52.76008000000001,0.045947315,54.82948500000004,85.86985000000003,61.78409849999994
147,56.33,52.772375000000004,12.65670866904019,33.10408260097602,69.58133499999995,0.2702345259999998,63.22517749999998,77.43346999999996,-32.43244849999998
148,56.37,42.27409699999999,198.69445127331295,33.10408260097602,60.86700699999997,0.13918247800000014,70.08100349999997,25.291504499999984,33.06802300000002
149,56.3,58.34577549999995,4.185200518006319,33.10408260097602,68.42224750000004,0.3024688349999996,51.54966299999995,83.66554749999989,32.04100049999995
150,56.11,52.72555000000007,11.454505933908594,33.10408260097602,63.38043999999994,-0.3459230325,30.067185500000033,56.26946700000004,94.77024999999996
151,56.13,36.38160300000002,389.99922625673673,33.10408260097602,60.83734684999994,0.3607811225000003,68.22309300000005,44.20711000000003,21.745837500000004
152,56.5,42.75584449999999,188.90181040818058,33.10408260097602,78.17892750000007,-0.08870876649999997,64.41801149999996,53.08359299999997,-28.16752199999998
153,56.54,43.64046400000002,166.3980526350521,33.10408260097602,37.42615999999999,0.1579938910000001,58.25392899999998,55.159590000000044,39.887224000000046
154,56.45,45.57875349999997,118.18401705196922,33.10408260097602,52.56464350000001,-0.1170269975,62.21872799999996,115.20657750000008,30.763774499999972
155,56.72,30.109394000000005,708.124416654537,33.10408260097602,26.351108849999967,-0.09774619500000002,47.34363800000001,57.57845349999995,32.512210000000024
156,57.23,51.18292100000004,36.567158895974515,33.10408260097602,41.36944850000003,-0.026837835750000014,70.04989500000006,30.20111649999997,64.97570300000004
157,57.14,34.29179500000003,522.0404438311488,33.10408260097602,48.31266499999997,-0.24557210000000027,70.91944000000002,58.10102700000003,20.79786850000002
158,57.6,40.006020999999976,309.5480433598813,33.10408260097602,41.989184999999964,0.00804974000000001,48.957819000000015,25.91540280000002,42.315931000000035
159,57.62,21.34628035,1315.782659757772,33.10408260097602,52.50178499999996,0.049584684999999996,83.86901149999996,38.77615534999997,-20.024362500000024
160,57.98,40.232780999999974,314.96376598589785,33.10408260097602,96.40494500000011,-0.24903860599999972,40.64722099999996,82.18734700000003,-10.21724949999999
161,58.05,57.577612999999964,0.22314875696425723,33.10408260097602,64.02005999999997,0.1645782650000001,100.2133025,33.04556150000002,59.617712000000054
162,58.14,59.07542150000003,0.8750145245346324,33.10408260097602,81.22863150000003,0.14879729250000012,65.46873999999994,71.62744800000007,26.721735999999982
163,58.15,54.145542499999955,16.0356920899434,33.10408260097602,68.83725400000002,-0.2657508699999998,54.145542499999955,70.57281499999999,-55.90369349999996
164,58.26,52.56867150000003,32.3912009895029,33.10408260097602,90.58331300000005,-0.27368615500000004,39.91933599999997,28.306172999999966,55.80239799999997
165,57.68,50.42081449999996,52.69577855406609,33.10408260097602,45.50673000000002,0.160257262,39.452619500000026,69.35536150000004,59.927282999999996
166,57.56,38.55915649999998,361.03210589887027,33.10408260097602,51.92067899999998,0.1896306685000001,84.59427499999997,38.55915649999998,16.655504500000003
167,57.83,60.73789399999999,8.455836866213415,33.10408260097602,58.416361500000065,0.07093415199999999,40.88425400000004,76.49861999999993,60.73789399999999
168,57.07,63.66272350000005,43.46400717133207,33.10408260097602,46.43875499999997,0.38782877350000045,86.72503199999996,84.82885699999999,21.129335999999988
169,57.11,47.49322499999998,92.48237313985302,33.10408260097602,44.652131499999996,0.07249024999999999,43.59772999999998,59.638119000000046,80.13310300000009
170,57.33,54.07143349999995,10.61826756815287,33.10408260097602,52.76036999999997,0.043690980000000025,54.82948500000004,85.86985000000003,61.78409849999994
171,57.29,52.77552000000001,20.380537936660538,33.10408260097602,69.58448,0.2701763765000002,63.22517749999998,77.43346999999996,-32.43244849999998
172,57.31,42.27409699999999,226.07842032275218,33.10408260097602,60.86979699999996,0.1389431700000001,70.08100349999997,25.291504499999984,33.06802300000002
173,57.38,58.34577549999995,0.9327202532822496,33.10408260097602,68.4223425,0.30065409000000004,51.54966299999995,83.66554749999989,32.04100049999995
174,56.82,52.72613499999993,16.759728139528782,33.10408260097602,63.38102500000003,-0.3454373470000003,30.067185500000033,56.26946700000004,94.77024999999996
175,57.15,36.38160300000002,431.3263773297283,33.10408260097602,60.836324,0.36100058499999965,68.22309300000005,44.20711000000003,21.745837500000004
176,57.19,42.75584449999999,208.34480535359035,33.10408260097602,78.17918000000006,-0.08707995799999997,64.41801149999996,53.08359299999997,-28.16752199999998
177,56.16,43.63713200000001,156.8222191237478,33.10408260097602,37.42282799999999,0.16023394199999985,58.25392899999998,55.159590000000044,39.887224000000046
178,56.43,45.57875349999997,117.74955722683826,33.10408260097602,52.567748500000064,-0.11616651449999994,62.21872799999996,115.20657750000008,30.763774499999972
179,56.49,30.109394000000005,695.936461485181,33.10408260097602,26.348848500000013,-0.09895895699999988,47.34363800000001,57.57845349999995,32.512210000000024
180,56.98,51.18292100000004,33.606119624856376,33.10408260097602,41.369511000000045,-0.026132998499999994,70.04989500000006,30.20111649999997,64.97570300000004
181,56.94,34.29179500000003,512.9411275168727,33.10408260097602,48.313203,-0.2462111599999998,70.91944000000002,58.10102700000003,20.79786850000002
182,56.31,40.006020999999976,265.8197760126594,33.10408260097602,41.98700000000002,0.00781306499999999,48.957819000000015,25.91540280000002,42.315931000000035
183,56.44,21.34628035,1231.569062485018,33.10408260097602,52.50669500000003,0.049464251999999966,83.86901149999996,38.77615534999997,-20.024362500000024
184,56.09,40.232780999999974,251.45139925320103,33.10408260097602,96.40656500000011,-0.24829101799999986,40.64722099999996,82.18734700000003,-10.21724949999999
185,55.86,57.58333200000003,2.969871078547708,33.10408260097602,64.02577900000004,0.16224852299999987,100.2133025,33.04556150000002,59.617712000000054
186,55.95,59.07602799999996,9.772046286844136,33.10408260097602,81.22923799999992,0.1483880849999999,65.46873999999994,71.62744800000007,26.721735999999982
187,56.49,54.145542499999955,5.4964888394974185,33.10408260097602,68.83562750000006,-0.26597804500000016,54.145542499999955,70.57281499999999,-55.90369349999996
188,56.28,52.56867150000003,13.773950174052928,33.10408260097602,90.58364799999993,-0.2737782549999999,39.91933599999997,28.306172999999966,55.80239799999997
189,53.72,50.42081449999996,10.884633018064083,33.10408260097602,45.512363000000015,0.1608956900000001,39.452619500000026,69.35536150000004,59.927282999999996
190,53.33,38.55915649999998,218.17787179394068,33.10408260097602,51.920051000000036,0.18982384999999988,84.59427499999997,38.55915649999998,16.655504500000003
191,52.63,60.73789399999999,65.73792779490678,33.10408260097602,58.41269650000003,0.07115615599999993,40.88425400000004,76.49861999999993,60.73789399999999
192,53.61,63.662792000000046,101.05861472379068,33.10408260097602,46.43882349999997,0.38994452999999996,86.72503199999996,84.82885699999999,21.129335999999988
193,53.24,47.49322499999998,33.02544219217009,33.10408260097602,44.652426999999996,0.07019860999999994,43.59772999999998,59.638119000000046,80.13310300000009
