,BOLT,Median,INV,Mean
0,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
1,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
2,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
3,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
4,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
5,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
6,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
7,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
8,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
9,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
10,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
11,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
12,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
13,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
14,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
15,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
16,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
17,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
18,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
19,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
20,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
21,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
22,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
23,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
24,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
25,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
26,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
27,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
28,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
29,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
30,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
31,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
32,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
33,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
34,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
35,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
36,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
37,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
38,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
39,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
40,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
41,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
42,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
43,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
44,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
45,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
46,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
47,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
48,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
49,25.430065295049886,33.104082600976014,29.655319532361776,37.08299666048288
