epoch,loss,val_loss
0,521977.09375,99.79883575439453
1,285859.0625,99.8816909790039
2,183541.328125,99.93707275390625
3,216740.71875,99.86873626708984
4,204356.25,99.94481658935547
5,136079.34375,99.935791015625
6,103627.75,99.92640686035156
7,84456.15625,99.76715087890625
8,80727.34375,99.803466796875
9,116924.1171875,99.9177017211914
10,41792.5234375,99.93572998046875
11,90111.234375,99.87308502197266
12,41714.7578125,99.85210418701172
13,48320.33203125,99.89092254638672
14,39541.25,99.91484069824219
15,27386.884765625,99.75160217285156
16,47479.2421875,99.80422973632812
17,56478.81640625,99.79259490966797
18,26437.15625,99.78582000732422
19,56285.58203125,99.57634735107422
20,50069.82421875,99.78959655761719
21,40902.234375,99.86587524414062
22,26739.947265625,99.85433197021484
23,14329.5009765625,99.8113021850586
24,26452.486328125,99.80097198486328
25,27036.29296875,99.87149047851562
26,11155.130859375,99.82467651367188
27,34713.203125,99.6200180053711
28,35796.13671875,99.85448455810547
29,15733.5078125,99.8648452758789
