epoch,loss,val_loss
0,1.2435171604156494,1.2324382066726685
1,1.228601336479187,1.216535210609436
2,1.212356448173523,1.1999317407608032
3,1.1955792903900146,1.1828583478927612
4,1.1783599853515625,1.1653754711151123
5,1.160726547241211,1.1475224494934082
6,1.142719030380249,1.1293226480484009
7,1.1243678331375122,1.1108084917068481
8,1.1056455373764038,1.0918911695480347
9,1.0862458944320679,1.0718722343444824
10,1.066402554512024,1.0522303581237793
11,1.046587347984314,1.0323452949523926
12,1.026845932006836,1.0126738548278809
13,1.0072277784347534,0.9936185479164124
14,0.9879277944564819,0.9762387275695801
15,0.9698899984359741,0.9569688439369202
16,0.9521476030349731,0.9401515126228333
17,0.9359433650970459,0.9245402216911316
18,0.9207733273506165,0.910039484500885
19,0.9065134525299072,0.8964629173278809
20,0.8931300640106201,0.883711040019989
21,0.8806418180465698,0.8719445466995239
22,0.8689860701560974,0.861155092716217
23,0.8582208156585693,0.8509318232536316
24,0.8481740951538086,0.8413217663764954
25,0.8412810564041138,0.8339125514030457
26,0.831844687461853,0.8255489468574524
27,0.8231789469718933,0.8175985813140869
28,0.8152652382850647,0.8094305396080017
29,0.8075045943260193,0.8026378750801086
30,0.8008427619934082,0.7960398197174072
31,0.7943961024284363,0.7898078560829163
32,0.7886469960212708,0.783984363079071
33,0.7827820181846619,0.7785680890083313
34,0.7777665257453918,0.7730962038040161
35,0.7731978893280029,0.7690812945365906
36,0.7687996029853821,0.7646347880363464
37,0.7642708420753479,0.76038658618927
38,0.7657957077026367,0.7588480710983276
39,0.759671688079834,0.7543701529502869
40,0.7556983232498169,0.7510254979133606
41,0.7520896196365356,0.7479986548423767
42,0.7490898966789246,0.7448994517326355
43,0.7471783757209778,0.7424483299255371
44,0.7442718148231506,0.7405793070793152
45,0.7419447302818298,0.7382140755653381
46,0.7400393486022949,0.7363470196723938
47,0.7388277053833008,0.7344337701797485
48,0.7366815805435181,0.7326512336730957
49,0.7355827689170837,0.7318629622459412
50,0.7341500520706177,0.7291619181632996
51,0.7317357063293457,0.7273666858673096
52,0.7302959561347961,0.7269035577774048
53,0.7303314805030823,0.7246173024177551
54,0.7269885540008545,0.7221537232398987
55,0.7253312468528748,0.7219170928001404
56,0.7356648445129395,0.7284631133079529
57,0.7322069406509399,0.727338969707489
58,0.731449544429779,0.7268995046615601
59,0.7310291528701782,0.7265894412994385
60,0.7302410006523132,0.7263349294662476
61,0.7301374673843384,0.7260826826095581
62,0.7297519445419312,0.7259130477905273
63,0.7264463305473328,0.7226907014846802
64,0.7242062091827393,0.7203806638717651
65,0.7222438454627991,0.7185312509536743
66,0.7201712131500244,0.7225766181945801
67,0.7211921811103821,0.718896210193634
68,0.7201825380325317,0.7166954278945923
69,0.7182320952415466,0.7165442705154419
70,0.7193875908851624,0.7160208821296692
71,0.7166941165924072,0.714758038520813
72,0.7167143821716309,0.713028073310852
73,0.716071367263794,0.71373450756073
74,0.7149263024330139,0.7074090838432312
75,0.7147579193115234,0.7199157476425171
76,0.7189657688140869,0.7139238119125366
77,0.7084851264953613,0.6972126960754395
78,0.7046677470207214,0.7005519866943359
79,0.7200051546096802,0.7191854119300842
80,0.723445475101471,0.7171369194984436
81,0.7194410562515259,0.7147861123085022
82,0.7132924795150757,0.7004439830780029
83,0.6915754079818726,0.7055759429931641
84,0.6784829497337341,0.7199969291687012
85,0.7197230458259583,0.7101943492889404
86,0.6734119653701782,0.6595413088798523
87,0.656754195690155,0.6853557825088501
88,0.60260009765625,0.48491811752319336
89,0.6029539108276367,0.5042188763618469
90,0.5861178040504456,0.5969420075416565
91,0.5941082239151001,0.6885466575622559
92,0.5814148783683777,0.5090465545654297
93,0.5548783540725708,0.683351457118988
94,0.5506261587142944,0.5111694931983948
95,0.5200871229171753,0.48816344141960144
96,0.5175299048423767,0.4624539315700531
97,0.5277626514434814,0.4544697701931
98,0.49417543411254883,0.4267473518848419
99,0.48537731170654297,0.40692949295043945
100,0.4872753620147705,0.39569494128227234
101,0.47639501094818115,0.4181743860244751
102,0.45728349685668945,0.5270503759384155
103,0.46067163348197937,0.38657528162002563
104,0.4523005485534668,0.3993675410747528
105,0.4362403452396393,0.39950522780418396
106,0.4582386612892151,0.3867659270763397
107,0.4368070960044861,0.4047086238861084
108,0.4209064543247223,0.4357892572879791
109,0.42839786410331726,0.4074417054653168
110,0.43247929215431213,0.4989452660083771
111,0.4080616235733032,0.43669551610946655
112,0.4148276448249817,0.38150832056999207
113,0.39479416608810425,0.3004226088523865
114,0.4035404324531555,0.32105550169944763
115,0.42081502079963684,0.38861405849456787
116,0.38894402980804443,0.364570677280426
117,0.39479607343673706,0.47172874212265015
118,0.3905740976333618,0.40175724029541016
119,0.3731363117694855,0.36405354738235474
120,0.3748449981212616,0.33003610372543335
121,0.38927140831947327,0.3736226260662079
122,0.37468570470809937,0.38189005851745605
123,0.3644353151321411,0.420448899269104
