epoch,loss,val_loss
0,98.6908187866211,97.92755889892578
1,97.251220703125,96.27383422851562
2,95.41094970703125,94.32427978515625
3,93.63719940185547,92.33672332763672
4,91.62317657470703,90.30721282958984
5,89.68168640136719,88.32965087890625
6,87.65520477294922,86.38983917236328
7,85.86396026611328,84.19343566894531
8,83.78573608398438,82.31562805175781
9,82.00091552734375,80.50018310546875
10,80.1492919921875,78.55182647705078
11,78.34573364257812,76.74382781982422
12,76.82173919677734,76.48645782470703
13,75.11117553710938,72.9541244506836
14,73.45231628417969,71.40767669677734
15,71.7615966796875,69.9853744506836
16,70.24725341796875,68.20048522949219
17,68.88813018798828,67.14620971679688
18,67.30024719238281,65.53658294677734
19,66.04499053955078,64.5140609741211
20,64.8538818359375,63.36350631713867
21,63.96114730834961,62.73525619506836
22,63.103824615478516,61.930477142333984
23,62.462432861328125,61.3683967590332
24,61.90531539916992,60.81376266479492
25,61.49367141723633,60.46458435058594
26,61.23795700073242,60.35849380493164
27,61.0712890625,60.03587341308594
28,60.76377868652344,59.69253921508789
29,60.435386657714844,59.66185760498047
30,60.26362228393555,59.80592346191406
31,60.49762725830078,59.42336654663086
32,60.2222785949707,59.50730514526367
33,59.90558624267578,59.4681510925293
34,60.286285400390625,59.35435104370117
35,59.83795928955078,59.39097595214844
36,59.880706787109375,59.00441360473633
37,59.76933670043945,58.96760940551758
38,59.79508590698242,58.82237243652344
39,59.77091979980469,58.85554504394531
40,59.67181396484375,58.79906463623047
41,59.64915466308594,59.09553909301758
42,59.62627410888672,59.20993423461914
43,59.638668060302734,58.73030090332031
44,59.46250534057617,58.64615249633789
45,59.151954650878906,55.08687210083008
46,60.12596130371094,58.87289810180664
47,59.70425796508789,59.26546859741211
48,59.55086898803711,59.16893768310547
49,59.7940559387207,59.13663101196289
50,59.64821243286133,58.75486755371094
51,59.60035705566406,58.74836349487305
52,59.550907135009766,58.813514709472656
53,59.66393280029297,58.826812744140625
54,59.67424774169922,58.84943389892578
55,59.554908752441406,58.73937225341797
