epoch,loss,val_loss
0,4.46907377243042,2.0958118438720703
1,4.281377792358398,1.888380765914917
2,4.018599987030029,1.555374264717102
3,3.606527328491211,1.1114115715026855
4,3.0851707458496094,0.8103704452514648
5,2.5778846740722656,0.9135686159133911
6,2.2044126987457275,1.2718878984451294
7,1.9945404529571533,1.6742404699325562
8,1.788559079170227,0.6090686917304993
9,1.6262900829315186,0.9471426010131836
10,1.2921674251556396,0.45018845796585083
11,0.904313862323761,0.3299826383590698
12,0.647871196269989,0.18356506526470184
13,0.5623320937156677,0.1635967195034027
14,0.5179652571678162,0.18443353474140167
15,0.580471932888031,0.28381264209747314
16,0.469254732131958,0.23845620453357697
17,0.40292489528656006,0.12272865325212479
18,0.40180090069770813,0.1203988716006279
19,0.37604594230651855,0.0999135822057724
20,0.38095033168792725,0.19323788583278656
21,0.3604796230792999,0.11761072278022766
22,0.36493760347366333,0.15185636281967163
23,0.35484910011291504,0.08699016273021698
24,0.353550523519516,0.19715887308120728
25,0.3662818968296051,0.30518823862075806
26,0.34173905849456787,0.24834176898002625
27,0.33548402786254883,0.31259259581565857
28,0.32323506474494934,0.3255874216556549
29,0.32399141788482666,0.15824313461780548
30,0.3333381414413452,0.14067623019218445
31,0.3074963092803955,0.12645754218101501
32,0.3537457585334778,0.11469896137714386
33,0.30814194679260254,0.08119664341211319
34,0.3229708671569824,0.12067513167858124
35,0.30626440048217773,0.1685788482427597
36,0.3276742398738861,0.16889744997024536
37,0.29846397042274475,0.12882450222969055
38,0.29592764377593994,0.26757243275642395
39,0.30681315064430237,0.16393131017684937
40,0.35201704502105713,0.09327637404203415
41,0.3141193985939026,0.1714591532945633
42,0.27655142545700073,0.16519924998283386
43,0.2766777276992798,0.12597882747650146
