,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
114,5.2128,4.9793,4.8599,4.8126,4.8297,4.8885,4.9184,4.8326,4.7185,4.6217,4.6158,4.4227,4.3301,4.3662,4.4415,4.5706,4.8303,5.1332,5.4015,5.6159,5.6721,5.617,5.5468,5.4226
115,5.1139,4.9245,4.8295,4.8268,4.8903,5.0548,5.3121,5.5362,5.8225,5.8328,5.8142,5.6553,5.3962,5.6084,5.7856,5.9809,6.2595,6.4005,6.48,6.5471,6.4347,6.2636,6.0925,5.9908
116,5.6172,5.4174,5.3443,5.2997,5.3487,5.4569,5.6931,6.0271,6.4965,6.6467,6.6399,6.5901,6.3517,6.6508,6.737,6.7464,6.7838,6.7007,6.643,6.6282,6.4841,6.296,6.1269,6.0553
117,5.6743,5.4563,5.3348,5.2723,5.3141,5.3591,5.4003,5.3286,5.2793,5.2005,5.2093,5.0555,4.8131,4.9482,5.0723,5.2289,5.4522,5.6396,5.8477,6.0187,6.054,5.9695,5.8632,5.7269
118,5.3782,5.1926,5.1114,5.095,5.1467,5.2626,5.4676,5.624,5.9116,5.9401,5.9571,5.8939,5.693,5.9689,6.1275,6.2308,6.4491,6.4667,6.4858,6.5436,6.431,6.263,6.0829,5.9855
119,5.6196,5.426,5.3384,5.3037,5.3416,5.4254,5.609,5.8045,6.1489,6.3524,6.478,6.4256,6.1237,6.1594,6.1342,6.1603,6.2524,6.3274,6.3592,6.4301,6.369,6.2181,6.0367,5.9631
120,5.6068,5.3714,5.2624,5.2163,5.2314,5.2683,5.2848,5.1614,5.0898,4.9699,4.9796,4.8882,4.7474,4.8287,4.9402,5.1084,5.3409,5.4472,5.5825,5.7165,5.7311,5.6571,5.5637,5.4857
121,5.1573,4.957,4.8468,4.7983,4.8158,4.8491,4.8433,4.6555,4.447,4.3311,4.3808,4.2958,4.2424,4.2709,4.3668,4.5557,4.8063,5.1088,5.3697,5.5489,5.6138,5.5572,5.4466,5.2879
122,4.9956,4.8046,4.7167,4.7057,4.7754,4.9449,5.2856,5.791,6.3989,6.5915,6.6005,6.5206,6.3109,6.5891,6.6628,6.6682,6.6328,6.5969,6.583,6.6093,6.485,6.2928,6.1013,6.0087
123,5.6468,5.4681,5.3587,5.3417,5.3726,5.4609,5.6982,6.0009,6.3673,6.4337,6.3897,6.2665,5.9663,6.2063,6.3309,6.4439,6.5676,6.5759,6.5632,6.6134,6.5112,6.3165,6.1051,5.9932
124,5.6228,5.4333,5.3315,5.3017,5.3238,5.4199,5.6094,5.8033,6.079,6.0771,6.0438,5.9508,5.6914,5.929,6.0551,6.2256,6.4181,6.4924,6.5453,6.6063,6.5431,6.3537,6.1446,5.9781
125,5.5962,5.4095,5.32,5.2826,5.327,5.4225,5.5935,5.7685,6.0448,6.0725,6.0795,5.9895,5.7744,6.0734,6.2707,6.4728,6.6618,6.7191,6.7349,6.7558,6.6198,6.3946,6.1683,6.0038
126,5.6252,5.4563,5.3554,5.3092,5.3364,5.4212,5.6085,5.83,6.1577,6.2799,6.2755,6.2364,6.0819,6.4381,6.6463,6.7763,6.8888,6.8186,6.7386,6.7236,6.6117,6.4001,6.1692,6.0025
127,5.6286,5.4253,5.3281,5.2599,5.2617,5.2773,5.3964,5.5072,5.6951,5.7675,5.7796,5.7779,5.7415,5.8733,5.9658,5.9629,5.9585,5.9223,5.9832,6.0555,6.0149,5.8758,5.7085,5.5908
128,5.2961,5.1003,4.9695,4.9096,4.9057,4.9253,5.0272,5.1047,5.2447,5.4068,5.5727,5.6057,5.5927,5.6382,5.6532,5.6633,5.6855,5.7265,5.804,5.8503,5.8209,5.6738,5.5342,5.3778
129,5.0905,4.9079,4.8176,4.7862,4.8393,4.9626,5.3189,5.8502,6.4766,6.7314,6.7866,6.7901,6.6138,6.808,6.8311,6.8248,6.8368,6.7484,6.7136,6.6933,6.5713,6.3424,6.1266,5.9967
130,5.6357,5.4464,5.3581,5.3139,5.3338,5.4189,5.6571,6.0173,6.4596,6.5305,6.401,6.2111,5.9152,6.1186,6.1974,6.3041,6.5028,6.5882,6.6001,6.624,6.5309,6.3598,6.1579,5.9903
131,5.5996,5.3962,5.2889,5.2394,5.2341,5.2816,5.3417,5.3082,5.3182,5.2802,5.3654,5.2809,5.1279,5.3128,5.4991,5.6923,5.8744,5.9294,6.0551,6.1842,6.2006,6.07,5.8846,5.6952
132,5.3753,5.2053,5.1284,5.0864,5.1225,5.2134,5.5043,5.955,6.5633,6.7983,6.7953,6.7898,6.5659,6.7763,6.8685,6.8777,6.914,6.8155,6.7443,6.6958,6.5507,6.3253,6.1066,5.9816
133,5.625,5.4295,5.341,5.3037,5.32,5.4042,5.6655,5.9939,6.4393,6.576,6.5548,6.4514,6.1774,6.3904,6.4847,6.5185,6.5806,6.5425,6.4799,6.4902,6.4094,6.234,6.0454,5.9272
134,5.5319,5.3314,5.2169,5.1689,5.1666,5.1896,5.2371,5.1682,5.1442,5.0583,5.091,5.0065,4.8648,4.978,5.0913,5.215,5.387,5.5349,5.6813,5.8018,5.8452,5.7321,5.598,5.4874
135,5.1551,4.9427,4.8232,4.7717,4.7823,4.7968,4.7766,4.6455,4.5786,4.6029,4.6698,4.6246,4.5873,4.7318,4.9034,5.1145,5.2956,5.3969,5.534,5.6718,5.6815,5.5634,5.3963,5.2485
136,4.9556,4.7745,4.6974,4.6804,4.7318,4.8679,5.2171,5.6845,6.2373,6.2782,6.1402,6.0147,5.7835,5.9849,6.1295,6.2748,6.4784,6.5511,6.5512,6.5847,6.4633,6.2502,6.0261,5.8735
137,5.5235,5.3563,5.2789,5.2331,5.2545,5.325,5.5994,6.0105,6.5179,6.5261,6.2319,6.0013,5.6818,5.8894,5.9978,6.1351,6.3325,6.4537,6.5144,6.5408,6.4574,6.2852,6.0779,5.9394
138,5.5487,5.3545,5.2583,5.2112,5.24,5.3133,5.5401,5.8456,6.2254,6.2812,6.2099,6.0829,5.9652,6.2561,6.4442,6.6303,6.6876,6.562,6.5023,6.5264,6.451,6.2649,6.0535,5.9195
139,5.5569,5.3782,5.2707,5.2291,5.2402,5.3352,5.6141,6.0331,6.5934,6.7738,6.7698,6.698,6.3591,6.4463,6.3684,6.3325,6.4192,6.5151,6.5638,6.5867,6.5043,6.3231,6.1,5.9698
140,5.6098,5.4228,5.3053,5.2739,5.2929,5.3849,5.6119,5.8915,6.2882,6.3946,6.4693,6.5491,6.4452,6.6069,6.441,6.3363,6.3505,6.3795,6.3824,6.4236,6.3893,6.2157,6.0137,5.9075
141,5.5446,5.3392,5.2249,5.1677,5.1643,5.1706,5.1846,5.0826,5.0625,4.9911,5.0696,5.0219,4.949,5.1279,5.2348,5.3071,5.4183,5.5147,5.661,5.7507,5.7782,5.6846,5.5619,5.463
142,5.1515,4.9368,4.8253,4.7883,4.7928,4.7984,4.7866,4.645,4.5018,4.4139,4.5061,4.4342,4.4039,4.483,4.5896,4.7722,5.0308,5.3194,5.5498,5.6685,5.7041,5.6014,5.4373,5.277
143,4.9758,4.8012,4.7179,4.6943,4.7279,4.8625,5.2062,5.6703,6.1479,6.2284,6.2391,6.1529,5.8894,6.1057,6.2329,6.3961,6.5504,6.5752,6.6049,6.5936,6.4859,6.2885,6.0518,5.923
144,5.5499,5.378,5.2807,5.2372,5.2609,5.3335,5.5499,5.803,6.1276,6.2241,6.2407,6.1383,5.8825,6.1645,6.3513,6.5206,6.7332,6.7164,6.7057,6.7141,6.5793,6.3378,6.0852,5.9669
145,5.5895,5.4028,5.2932,5.2635,5.2702,5.3244,5.5403,5.8197,6.1838,6.2953,6.3459,6.2825,6.1121,6.5054,6.6903,6.7766,6.8419,6.8212,6.7837,6.7341,6.6218,6.4089,6.1335,5.9906
146,5.6239,5.4347,5.3331,5.2874,5.2943,5.3592,5.6224,6.0346,6.5934,6.8319,6.8898,6.8424,6.6511,6.9239,7.0113,6.9894,7.0093,6.8828,6.7693,6.702,6.5326,6.3147,6.0747,5.9693
147,5.6071,5.4139,5.3106,5.2764,5.2917,5.3868,5.5786,5.8471,6.1745,6.1636,6.1002,5.9504,5.647,5.9145,6.0611,6.1925,6.4037,6.4769,6.4864,6.4722,6.4081,6.2353,6.0255,5.9215
148,5.5518,5.3575,5.241,5.1586,5.1394,5.1475,5.1785,5.2052,5.2895,5.2623,5.2895,5.209,5.0533,5.1685,5.2376,5.324,5.4834,5.5995,5.7283,5.8199,5.8611,5.7399,5.5874,5.4975
149,5.1815,4.9956,4.8877,4.8249,4.8093,4.8196,4.822,4.736,4.6804,4.7726,4.8568,4.8276,4.7647,4.8221,4.9003,5.0481,5.2576,5.501,5.7022,5.8117,5.8683,5.7581,5.5807,5.3749
150,5.0776,4.8904,4.7984,4.7647,4.7977,4.9128,5.2001,5.6113,6.1634,6.3909,6.5203,6.5583,6.3419,6.5828,6.6616,6.6864,6.827,6.8543,6.8353,6.8045,6.685,6.4353,6.1559,6.0105
151,5.646,5.4715,5.3713,5.3184,5.3338,5.4225,5.6249,5.9324,6.3507,6.4943,6.584,6.5605,6.3482,6.6947,6.8962,6.9341,7.0018,6.9703,6.8979,6.9796,6.8551,6.5781,6.2743,6.1196
152,5.7421,5.5473,5.4527,5.3974,5.4002,5.4739,5.6886,5.9668,6.3799,6.5825,6.7133,6.7101,6.5391,6.8599,7.0198,7.1453,7.3387,7.3042,7.2003,7.1392,7.0035,6.7079,6.3893,6.2102
153,5.8253,5.6245,5.5046,5.4392,5.4438,5.508,5.7177,6.0582,6.5608,6.8271,7.0182,7.0942,6.9258,7.1964,7.3384,7.452,7.4929,7.361,7.2087,7.1212,6.9428,6.6492,6.3191,6.1409
154,5.7767,5.5925,5.4698,5.4256,5.4276,5.4874,5.7872,6.2061,6.7669,7.0071,7.0068,6.9148,6.5664,6.7372,6.8362,6.8857,6.9966,6.9608,6.899,6.8763,6.7739,6.5348,6.2303,6.0734
155,5.7128,5.5122,5.3883,5.317,5.2843,5.277,5.3404,5.4002,5.4886,5.501,5.6428,5.6446,5.548,5.6618,5.7295,5.8482,5.992,6.0931,6.1648,6.2209,6.2166,6.0548,5.8242,5.707
156,5.3732,5.1555,5.0178,4.9386,4.9213,4.9298,4.9636,4.9806,5.035,5.0766,5.2052,5.1941,5.179,5.2287,5.326,5.4988,5.7277,5.899,6.0501,6.1518,6.1377,5.9828,5.7567,5.5262
157,5.2182,5.0195,4.9255,4.8781,4.8996,5.0318,5.3596,5.8772,6.5618,6.8322,6.9792,6.9917,6.8165,7.0904,7.2255,7.3041,7.422,7.3492,7.2305,7.1474,6.9942,6.7009,6.3649,6.1939
158,5.8217,5.6284,5.5182,5.4608,5.4732,5.5592,5.8539,6.3394,6.9851,7.2692,7.3227,7.2993,7.055,7.2715,7.3311,7.2825,7.2705,7.1819,7.1234,7.0618,6.9271,6.6376,6.3308,6.182
159,5.8172,5.6321,5.5222,5.4682,5.4605,5.5479,5.7997,6.1595,6.6382,6.8689,6.9826,6.9895,6.7953,7.0094,7.1014,7.1507,7.2494,7.189,7.1046,7.0441,6.9565,6.6812,6.3504,6.2032
160,5.8164,5.6241,5.5217,5.4607,5.4462,5.5188,5.7624,6.1316,6.6141,6.7838,6.8269,6.893,6.7353,7.0596,7.1954,7.2169,7.267,7.147,7.0232,6.9813,6.8283,6.5688,6.2615,6.1355
161,5.7526,5.5852,5.4782,5.428,5.4402,5.5196,5.8117,6.2409,6.7834,7.0082,7.0192,6.9587,6.7178,6.9772,7.0457,7.0404,7.0527,6.9185,6.7913,6.7704,6.6689,6.4391,6.1558,6.067
162,5.7143,5.518,5.3856,5.3136,5.2908,5.2889,5.3584,5.3576,5.4126,5.3775,5.4589,5.3868,5.2907,5.4337,5.5184,5.589,5.7449,5.8825,6.022,6.0838,6.0923,5.9414,5.744,5.6413
163,5.322,5.1132,4.9909,4.9147,4.8909,4.8991,4.918,4.8402,4.8018,4.781,4.9717,4.9943,5.0513,5.1394,5.2403,5.3982,5.623,5.7966,5.978,6.0819,6.12,5.9629,5.7441,5.5277
164,5.2362,5.0401,4.949,4.9111,4.9421,5.0583,5.3274,5.7738,6.365,6.5863,6.6777,6.6736,6.4909,6.7818,6.9515,7.0461,7.2091,7.2382,7.1407,7.0346,6.8879,6.6204,6.3094,6.1713
165,5.7838,5.5929,5.4898,5.4187,5.4272,5.4977,5.7287,6.0856,6.5849,6.8481,6.896,6.8565,6.7247,7.0397,7.0791,7.064,7.2518,7.2268,7.1174,7.0466,6.8926,6.6189,6.2929,6.1482
166,5.7893,5.5901,5.4959,5.4414,5.4262,5.4968,5.7367,6.1236,6.6615,6.8677,6.9251,6.9448,6.7155,6.9889,7.1219,7.1285,7.1726,7.0848,6.9683,6.9292,6.8454,6.5966,6.3125,6.1629
167,5.79,5.6007,5.4914,5.4443,5.4434,5.5041,5.7381,6.0903,6.5749,6.7437,6.8364,6.8245,6.6287,6.911,7.0598,7.1504,7.2813,7.2326,7.1314,7.0714,6.9313,6.6678,6.3532,6.2028
168,5.8331,5.6381,5.5099,5.4333,5.4441,5.5149,5.7309,6.0669,6.5143,6.7062,6.8046,6.7934,6.6023,6.8808,7.0237,7.1084,7.2763,7.2159,7.0468,6.9715,6.858,6.6268,6.3058,6.1576
169,5.7977,5.5834,5.4438,5.3561,5.3274,5.3115,5.4452,5.5895,5.7841,5.8279,5.8425,5.7178,5.5653,5.7102,5.8269,5.9407,6.0399,6.0566,6.1207,6.1811,6.2042,6.0422,5.8273,5.691
170,5.3539,5.1599,5.0249,4.9508,4.9209,4.9239,4.9604,4.9112,4.8927,4.9502,5.155,5.2184,5.2881,5.436,5.5413,5.639,5.7922,5.949,6.0994,6.1947,6.2109,6.0489,5.833,5.6098
171,5.2865,5.1054,5.0069,4.9649,4.986,5.1319,5.4533,5.9203,6.5741,6.8443,6.9784,6.9905,6.8364,7.1621,7.3306,7.4472,7.4821,7.3541,7.2301,7.1798,7.0319,6.7261,6.4112,6.2629
172,5.8875,5.6913,5.5809,5.5254,5.5259,5.5999,5.8563,6.2259,6.7662,7.0347,7.1338,7.109,6.9221,7.218,7.3466,7.4167,7.5854,7.4951,7.344,7.2753,7.1059,6.8179,6.4708,6.3057
173,5.923,5.7359,5.6279,5.5523,5.5516,5.6252,5.9049,6.3358,6.9344,7.2094,7.2802,7.246,6.9604,7.1601,7.2627,7.3342,7.4824,7.4488,7.3418,7.2787,7.1521,6.8678,6.5294,6.3528
174,5.9606,5.7748,5.6502,5.5787,5.5398,5.6126,5.8404,6.2175,6.7352,6.9691,7.1265,7.1498,6.9941,7.3285,7.4602,7.5403,7.7476,7.7081,7.6208,7.554,7.3756,7.0553,6.6837,6.4982
175,6.0789,5.8523,5.7169,5.6331,5.6295,5.694,5.9449,6.3929,7.0062,7.2671,7.2744,7.2296,6.9885,7.2823,7.4416,7.5428,7.6865,7.6465,7.4944,7.3884,7.2762,6.9914,6.6256,6.4367
176,6.0317,5.7915,5.6388,5.5146,5.4701,5.451,5.5159,5.6251,5.864,6.0843,6.2921,6.3518,6.2889,6.4228,6.4612,6.4266,6.3779,6.3108,6.3063,6.3079,6.2561,6.0918,5.9015,5.838
177,5.5277,5.3303,5.2038,5.1241,5.0999,5.1054,5.1743,5.2616,5.3916,5.5574,5.7256,5.7786,5.7982,5.888,5.926,5.9235,5.9692,6.0517,6.161,6.2368,6.2361,6.0652,5.8278,5.6307
178,5.3146,5.1449,5.0451,5.0026,5.0125,5.1487,5.4903,6.0918,6.8568,7.2299,7.3151,7.3089,7.1274,7.4418,7.5556,7.5787,7.6256,7.4936,7.362,7.2579,7.0935,6.8167,6.496,6.3503
179,5.9855,5.7832,5.6698,5.6088,5.6026,5.6877,5.9944,6.4988,7.1734,7.5224,7.6164,7.6249,7.4225,7.7775,7.9267,7.9246,7.9663,7.8358,7.6215,7.5041,7.3367,7.025,6.6555,6.4956
180,6.0958,5.8902,5.7831,5.7108,5.7174,5.7903,6.0956,6.6341,7.357,7.7246,7.9415,7.9413,7.6882,7.9626,8.0734,8.1086,8.0871,7.9236,7.7783,7.7225,7.5703,7.2335,6.85,6.657
181,6.2281,5.9988,5.86,5.7866,5.7881,5.8582,6.1634,6.6581,7.3251,7.6642,7.766,7.7922,7.6354,7.957,8.0208,8.0266,8.1187,8.0386,7.8711,7.7561,7.5348,7.1791,6.7759,6.5622
182,6.1569,5.9458,5.8326,5.7654,5.7584,5.8372,6.1379,6.6138,7.2727,7.5592,7.6698,7.6236,7.3858,7.598,7.6979,7.7274,7.8397,7.8101,7.6298,7.5278,7.4105,7.104,6.7376,6.5708
183,6.1587,5.9245,5.7872,5.6813,5.6364,5.6241,5.7018,5.8062,6.0147,6.1835,6.3961,6.4106,6.3955,6.544,6.5806,6.6047,6.625,6.6898,6.7482,6.7726,6.7661,6.5798,6.28,6.1239
184,5.757,5.51,5.3593,5.2617,5.2354,5.2358,5.2967,5.3749,5.5438,5.7455,5.9233,5.9773,5.9709,6.0585,6.1483,6.2943,6.4307,6.6217,6.7655,6.8518,6.812,6.5677,6.2508,5.9816
185,5.6331,5.4025,5.2743,5.22,5.244,5.3793,5.7618,6.3556,7.1968,7.6215,7.7912,7.819,7.6886,8.0493,8.2261,8.3235,8.5011,8.5002,8.3586,8.2506,8.0172,7.6138,7.1435,6.8806
186,6.4016,6.1434,6.0041,5.908,5.9038,5.9851,6.2822,6.7946,7.5457,7.9608,8.1463,8.1836,8.0363,8.3061,8.4676,8.5417,8.7172,8.6701,8.5405,8.4723,8.254,7.8429,7.3408,7.0201
187,6.5247,6.242,6.0939,6.0027,5.9764,6.0411,6.3566,6.9053,7.6874,8.1578,8.4211,8.537,8.3495,8.5921,8.7026,8.7052,8.8087,8.7796,8.6661,8.5925,8.3834,7.9655,7.4431,7.125
188,6.601,6.3284,6.1558,6.0545,6.0452,6.1101,6.4214,6.9565,7.7319,8.1495,8.351,8.3725,8.2454,8.5685,8.7691,8.817,8.8551,8.6924,8.5074,8.3843,8.1408,7.7222,7.2463,6.9758
189,6.4926,6.2323,6.0471,5.9447,5.9412,6.0172,6.2941,6.786,7.5096,7.9241,8.1941,8.2654,8.1331,8.4258,8.5558,8.6631,8.8015,8.6635,8.389,8.1611,7.9067,7.5054,7.0522,6.8212
190,6.3774,6.1156,5.9378,5.8043,5.7638,5.7483,5.8366,5.9681,6.2038,6.4381,6.7307,6.814,6.7819,6.9017,6.9305,6.9619,7.0395,7.0798,7.1648,7.1849,7.1574,6.8967,6.5574,6.3658
191,5.9734,5.7226,5.5454,5.4431,5.4017,5.3848,5.441,5.474,5.574,5.7664,6.0852,6.1939,6.2878,6.417,6.5201,6.6599,6.8529,7.0163,7.1561,7.2054,7.2021,6.9479,6.562,6.2144
192,5.8243,5.5952,5.4581,5.3977,5.4151,5.5675,5.9737,6.6475,7.5586,7.9764,8.107,8.1493,7.9853,8.2795,8.3959,8.3972,8.4586,8.4095,8.2868,8.2141,8.0289,7.6395,7.1908,6.9351
193,6.4814,6.243,6.0879,5.9895,5.9731,6.0652,6.3786,6.912,7.6965,8.1247,8.3158,8.4152,8.2652,8.5677,8.6722,8.716,8.7841,8.7461,8.6503,8.5784,8.3481,7.905,7.396,7.0986
194,6.5934,6.3301,6.1673,6.0724,6.053,6.108,6.4016,6.9161,7.6429,8.0696,8.2566,8.334,8.1861,8.4857,8.6471,8.7308,8.8937,8.8936,8.7865,8.7271,8.505,8.0649,7.5101,7.1866
195,6.671,6.3844,6.2085,6.1096,6.1023,6.1625,6.4525,6.9474,7.6578,8.0769,8.2636,8.3402,8.1833,8.5219,8.7031,8.7934,8.9658,8.9958,8.9056,8.8223,8.5694,8.077,7.5323,7.2207
196,6.7131,6.4331,6.2489,6.1347,6.1101,6.1812,6.4659,6.9709,7.6563,8.0793,8.2708,8.3948,8.2857,8.5845,8.7448,8.8508,8.9812,8.9491,8.7952,8.7065,8.4849,8.0386,7.5464,7.2299
197,6.7214,6.4295,6.2299,6.1042,6.0341,6.0232,6.1243,6.2912,6.6288,6.9093,7.1945,7.3153,7.2866,7.4152,7.4971,7.5621,7.6163,7.7026,7.8098,7.8285,7.7502,7.4227,7.0006,6.7361
198,6.2941,5.9982,5.8017,5.6832,5.6163,5.6009,5.6553,5.738,5.9113,6.1276,6.3897,6.5417,6.6498,6.7822,6.8642,7.0042,7.1567,7.3972,7.5711,7.6521,7.6208,7.32,6.9272,6.5586
199,6.1308,5.8695,5.7066,5.6196,5.6118,5.7225,6.0886,6.6927,7.5643,8.0429,8.2317,8.2897,8.1622,8.4337,8.5922,8.7162,8.883,8.9426,8.8572,8.7591,8.4751,7.9932,7.4622,7.1613
200,6.6789,6.4184,6.2441,6.1433,6.1334,6.1869,6.4777,6.9698,7.6866,8.1436,8.3599,8.4587,8.3594,8.6612,8.8086,8.8942,9.055,9.1141,9.0223,8.8949,8.6014,8.111,7.5664,7.273
201,6.7795,6.4943,6.3226,6.2078,6.1823,6.2781,6.5767,7.0525,7.7551,8.1695,8.3802,8.4811,8.3797,8.6517,8.7918,8.8773,8.9936,9.024,8.9266,8.8382,8.5796,8.1286,7.5738,7.2512
202,6.7754,6.4979,6.3211,6.2099,6.1918,6.2577,6.5303,7.02,7.7128,8.1279,8.3637,8.4695,8.3771,8.6519,8.7694,8.8323,8.9634,8.9429,8.8131,8.7511,8.4768,7.9989,7.4511,7.127
203,6.6562,6.3902,6.2268,6.116,6.0824,6.157,6.4254,6.8833,7.5483,7.9301,8.1349,8.2604,8.1734,8.4565,8.6307,8.7425,8.7847,8.7066,8.5274,8.4854,8.318,7.899,7.3832,7.1255
204,6.6736,6.3627,6.1701,6.0276,5.9565,5.9303,6.0107,6.1635,6.4021,6.6149,6.8433,6.9553,6.9654,7.0578,7.1208,7.2209,7.3451,7.521,7.6348,7.6776,7.5965,7.244,6.8369,6.5886
205,6.1761,5.8831,5.6855,5.5637,5.5124,5.4993,5.5628,5.6806,5.9018,6.1752,6.4856,6.5828,6.6997,6.8131,6.8679,6.9633,6.98,7.15,7.2622,7.2943,7.1736,6.8556,6.5101,6.202
206,5.8392,5.5835,5.4429,5.3712,5.3767,5.4829,5.7575,6.1888,6.757,7.1181,7.2542,7.2983,7.2003,7.2314,7.3463,7.3892,7.4426,7.546,7.5103,7.4849,7.3078,6.9555,6.5288,6.3028
207,5.9345,5.6854,5.536,5.4468,5.4501,5.5222,5.77,6.1636,6.702,7.0044,7.1947,7.2994,7.2838,7.4449,7.5339,7.5073,7.5947,7.7517,7.7198,7.7024,7.5598,7.1665,6.7102,6.4633
208,6.0559,5.8054,5.6713,5.5719,5.5568,5.6095,5.8407,6.2211,6.7565,7.1072,7.2883,7.3942,7.364,7.5554,7.6919,7.7943,7.9193,8.0073,7.9628,7.9513,7.7482,7.3195,6.8438,6.5684
209,6.1522,5.8817,5.7322,5.6361,5.6073,5.7029,5.9689,6.4095,7.0323,7.4454,7.6727,7.8254,7.7991,8.0425,8.1818,8.2775,8.4189,8.5215,8.4493,8.3457,8.0899,7.6134,7.0828,6.8218
210,6.3711,6.0943,5.9335,5.8244,5.7999,5.8616,6.1117,6.5579,7.1991,7.5992,7.8558,8.0186,7.999,8.1995,8.2295,8.1973,8.2367,8.2218,8.058,8.0014,7.8076,7.4061,6.9285,6.6675
211,6.2865,6.0088,5.8339,5.7268,5.6922,5.6918,5.7902,5.9323,6.1578,6.3845,6.6485,6.7904,6.7831,6.9692,7.1259,7.2918,7.3343,7.3756,7.4535,7.521,7.4363,7.0893,6.6856,6.4692
212,6.0632,5.7816,5.6066,5.4989,5.4537,5.4655,5.5227,5.637,5.821,6.1182,6.4765,6.7178,6.8349,6.8988,6.8985,6.8634,6.7957,6.8743,6.9664,7.0201,6.9273,6.6645,6.3541,6.0798
213,5.7391,5.5178,5.3871,5.3329,5.3555,5.5011,5.8429,6.3891,7.1413,7.5439,7.7035,7.764,7.6281,7.9236,8.1507,8.3161,8.4559,8.4755,8.355,8.243,7.974,7.5401,7.0651,6.836
214,6.403,6.1729,6.0262,5.9366,5.9207,6.002,6.2838,6.7495,7.4379,7.8265,7.9859,8.0777,7.918,8.1614,8.337,8.4094,8.4877,8.4543,8.3178,8.2106,7.914,7.4805,7.0071,6.7906
215,6.3826,6.1606,6.0259,5.9473,5.9297,6.0007,6.2817,6.7512,7.4023,7.7285,7.8255,7.8488,7.704,7.9878,8.104,8.1846,8.3543,8.3818,8.2414,8.1814,7.925,7.5023,7.033,6.785
216,6.3634,6.136,6.0016,5.9066,5.9136,6.0046,6.2804,6.7333,7.426,7.847,8.0325,8.1037,7.9585,8.2698,8.5163,8.6169,8.6355,8.5168,8.2997,8.1953,7.863,7.4097,6.9669,6.782
217,6.3816,6.1634,6.0381,5.9452,5.94,6.0278,6.3154,6.814,7.5109,7.8209,7.9483,8.0401,7.8075,8.008,8.0711,8.0912,8.1779,8.1407,8.0053,7.9363,7.6817,7.3162,6.8861,6.6924
218,6.3085,6.0843,5.9382,5.8419,5.8018,5.8171,5.9083,6.0915,6.4005,6.5518,6.6747,6.6848,6.4879,6.5213,6.5389,6.541,6.6039,6.6811,6.7643,6.847,6.7351,6.4706,6.1669,6.0495
219,5.7499,5.5252,5.3828,5.2988,5.283,5.3044,5.3242,5.3304,5.3699,5.4574,5.6339,5.6922,5.7391,5.8877,6.0201,6.1424,6.2904,6.5326,6.7214,6.8076,6.7483,6.5034,6.1974,5.9619
220,5.6465,5.4592,5.3225,5.2605,5.2553,5.3339,5.5344,5.8328,6.2796,6.5678,6.7845,6.8471,6.7492,7.023,7.2134,7.3154,7.3904,7.417,7.4327,7.4559,7.3137,6.9959,6.6378,6.3774
221,6.013,5.8309,5.7019,5.641,5.636,5.7512,6.0358,6.5322,7.185,7.4716,7.5167,7.5164,7.4109,7.6998,7.8352,7.9233,8.0393,8.0393,7.9072,7.8029,7.4932,7.114,6.7156,6.5625
222,6.2153,6.0173,5.9081,5.8419,5.8476,5.9441,6.2187,6.6202,7.1908,7.4066,7.4492,7.4713,7.3147,7.6434,7.8908,7.9848,8.0362,7.9423,7.7227,7.6478,7.3873,7.0261,6.6401,6.4843
223,6.1432,5.9556,5.8477,5.7836,5.7896,5.8814,6.1344,6.5157,7.0605,7.3057,7.4315,7.4709,7.2912,7.6007,7.8089,7.8733,7.9226,7.9472,7.8209,7.764,7.4776,7.092,6.679,6.5388
224,6.1716,5.9778,5.8644,5.8021,5.8008,5.8899,6.134,6.554,7.1016,7.3467,7.4783,7.4981,7.3189,7.6004,7.7385,7.7956,7.9325,7.9554,7.7787,7.7304,7.5148,7.1447,6.7485,6.6024
225,6.2367,6.0216,5.8875,5.7997,5.7727,5.7927,5.8983,6.1285,6.4746,6.7268,6.9192,6.9215,6.7379,6.7297,6.6986,6.6752,6.6612,6.6164,6.665,6.7325,6.6221,6.3831,6.1036,6.0282
226,5.7186,5.5069,5.3804,5.2976,5.2653,5.2937,5.3338,5.3718,5.5006,5.5906,5.8388,5.8725,5.8185,5.8814,5.9451,6.0861,6.2004,6.3235,6.5089,6.6387,6.5591,6.3611,6.092,5.8598
227,5.5413,5.3659,5.2454,5.2005,5.2363,5.4095,5.7967,6.4518,7.3343,7.7417,7.8376,7.8282,7.6521,7.884,7.9334,7.8757,7.886,7.7148,7.54,7.4304,7.1488,6.8133,6.4912,6.3511
228,6.0163,5.8503,5.7312,5.6806,5.7071,5.8147,6.1394,6.7084,7.455,7.8463,7.9713,7.9653,7.7628,7.9698,8.0923,8.0851,8.1241,8.0461,7.9104,7.8126,7.4727,7.087,6.7155,6.5584
229,6.1975,5.998,5.8847,5.8228,5.8323,5.9512,6.2515,6.8095,7.5647,7.9561,8.0262,7.963,7.7244,7.969,8.0237,7.9808,7.9817,7.8712,7.6967,7.6757,7.4218,7.0564,6.6951,6.5492
